,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
2861,0608502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,79039,"San Jose, CA",1789473
2860,0608512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA,79039,"San Jose, CA",1789473
2859,0608701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA,79039,"San Jose, CA",1789473
2871,0608513,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA,79039,"San Jose, CA",1789473
2864,0608514,Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA,79039,"San Jose, CA",1789473
2872,0608508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA,79039,"San Jose, CA",1789473
663,3900905,Cleveland City (West) PUMA,17668,"Cleveland, OH",1766653
673,3901000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA",17668,"Cleveland, OH",1766653
672,3900910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities PUMA",17668,"Cleveland, OH",1766653
671,3900907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities PUMA",17668,"Cleveland, OH",1766653
670,3900904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA",17668,"Cleveland, OH",1766653
669,3901900,Medina County PUMA,17668,"Cleveland, OH",1766653
668,3900906,Cleveland City (Central) PUMA,17668,"Cleveland, OH",1766653
667,3901700,Portage County PUMA,17668,"Cleveland, OH",1766653
666,3901200,Geauga & Lake (South) Counties PUMA,17668,"Cleveland, OH",1766653
665,3901100,"Lake County (East)--Mentor, Painesville Cities & Madison Village PUMA",17668,"Cleveland, OH",1766653
664,3900908,Cleveland City (East) & Bratenahl Village PUMA,17668,"Cleveland, OH",1766653
674,3901300,Ashtabula County PUMA,17668,"Cleveland, OH",1766653
662,3900902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA",17668,"Cleveland, OH",1766653
661,3900901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities PUMA",17668,"Cleveland, OH",1766653
660,3900802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA",17668,"Cleveland, OH",1766653
659,3900909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA",17668,"Cleveland, OH",1766653
658,3901801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA",17668,"Cleveland, OH",1766653
657,3900903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities PUMA",17668,"Cleveland, OH",1766653
2436,4202002,Westmoreland County (Southwest)--Greensburg City PUMA,69697,"Pittsburgh, PA",1736600
2437,4202003,Westmoreland County (East) PUMA,69697,"Pittsburgh, PA",1736600
2438,4201600,Butler County PUMA,69697,"Pittsburgh, PA",1736600
2439,4201807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA,69697,"Pittsburgh, PA",1736600
2434,4201701,Pittsburgh City (North) PUMA,69697,"Pittsburgh, PA",1736600
2435,4201804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA",69697,"Pittsburgh, PA",1736600
2433,4202001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City PUMA,69697,"Pittsburgh, PA",1736600
2424,4201501,Lawrence & Beaver (North) Counties--New Castle City PUMA,69697,"Pittsburgh, PA",1736600
2422,4204001,Washington County (North)--Washington City PUMA,69697,"Pittsburgh, PA",1736600
2421,4204002,Washington (South) & Greene Counties PUMA,69697,"Pittsburgh, PA",1736600
2432,4201900,Indiana & Armstrong Counties PUMA,69697,"Pittsburgh, PA",1736600
2425,4201801,Allegheny County (West) PUMA,69697,"Pittsburgh, PA",1736600
2426,4203900,Fayette County PUMA,69697,"Pittsburgh, PA",1736600
2427,4201805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",69697,"Pittsburgh, PA",1736600
2428,4201806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA,69697,"Pittsburgh, PA",1736600
2423,4201502,Beaver County (South) PUMA,69697,"Pittsburgh, PA",1736600
2431,4201802,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA,69697,"Pittsburgh, PA",1736600
2430,4201803,Allegheny County (North Central) PUMA,69697,"Pittsburgh, PA",1736600
2429,4201702,Pittsburgh City (South) PUMA,69697,"Pittsburgh, PA",1736600
2306,1209503,Orange County (Southwest)--Disney-International Drive Region PUMA,65863,"Orlando, FL",1687468
2295,1206901,Lake County (North) PUMA,65863,"Orlando, FL",1687468
2294,1206903,Lake (South) & Sumter (South) Counties PUMA,65863,"Orlando, FL",1687468
2309,1209506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA,65863,"Orlando, FL",1687468
2308,1209507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA",65863,"Orlando, FL",1687468
2307,1209502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA",65863,"Orlando, FL",1687468
2299,1211702,Seminole County (North Central) PUMA,65863,"Orlando, FL",1687468
2300,1211703,Seminole County (South Central) PUMA,65863,"Orlando, FL",1687468
2304,1209505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA,65863,"Orlando, FL",1687468
2296,1211704,Seminole County (East) PUMA,65863,"Orlando, FL",1687468
2297,1209510,Orange County (Northeast) PUMA,65863,"Orlando, FL",1687468
2298,1209509,Orange County (Southeast) PUMA,65863,"Orlando, FL",1687468
2303,1211701,Seminole County (West) PUMA,65863,"Orlando, FL",1687468
2302,1209701,Osceola County (West) PUMA,65863,"Orlando, FL",1687468
2301,1209504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA",65863,"Orlando, FL",1687468
2305,1209501,Orange County (Northwest) PUMA,65863,"Orlando, FL",1687468
2293,1209508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA,65863,"Orlando, FL",1687468
643,3905700,Clermont (East) & Brown Counties PUMA,16885,"Cincinnati, OH--KY--IN",1657840
637,1803100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties PUMA",16885,"Cincinnati, OH--KY--IN",1657840
639,2102500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,16885,"Cincinnati, OH--KY--IN",1657840
640,2102400,Northern Kentucky Area Development District (North Central)--Kenton County PUMA,16885,"Cincinnati, OH--KY--IN",1657840
641,3905501,Hamilton County (West)--Mack & Dent PUMA,16885,"Cincinnati, OH--KY--IN",1657840
642,3905403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities PUMA",16885,"Cincinnati, OH--KY--IN",1657840
644,3905600,Clermont County (West) PUMA,16885,"Cincinnati, OH--KY--IN",1657840
645,3905507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA",16885,"Cincinnati, OH--KY--IN",1657840
646,3905505,Cincinnati (East) & Norwood Cities PUMA,16885,"Cincinnati, OH--KY--IN",1657840
647,3905504,Cincinnati City (Central) PUMA,16885,"Cincinnati, OH--KY--IN",1657840
648,3905503,Cincinnati City (West) PUMA,16885,"Cincinnati, OH--KY--IN",1657840
649,3905402,Butler County (South Central)--Hamilton & Fairfield Cities PUMA,16885,"Cincinnati, OH--KY--IN",1657840
650,3905502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown PUMA",16885,"Cincinnati, OH--KY--IN",1657840
651,3905301,Warren County (East)--Lebanon & Springboro (East) Cities PUMA,16885,"Cincinnati, OH--KY--IN",1657840
652,3905506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities PUMA",16885,"Cincinnati, OH--KY--IN",1657840
653,3905401,Butler County (Southeast)--Monroe City & Beckett Ridge PUMA,16885,"Cincinnati, OH--KY--IN",1657840
654,3905302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities PUMA",16885,"Cincinnati, OH--KY--IN",1657840
638,2102600,Northern Kentucky Area Development District (Southeast) PUMA,16885,"Cincinnati, OH--KY--IN",1657840
157,4805400,Capital Area COG (Southwest)--Hays County PUMA,04384,"Austin, TX",1582181
162,4805305,Austin City (Northwest) PUMA,04384,"Austin, TX",1582181
163,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",04384,"Austin, TX",1582181
164,4805301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",04384,"Austin, TX",1582181
165,4805304,Austin City (Southeast) PUMA,04384,"Austin, TX",1582181
166,4805202,Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA,04384,"Austin, TX",1582181
167,4805303,Austin City (Northeast) PUMA,04384,"Austin, TX",1582181
156,4805100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA",04384,"Austin, TX",1582181
168,4805302,Austin City (North) PUMA,04384,"Austin, TX",1582181
169,4805307,Austin City (South) PUMA,04384,"Austin, TX",1582181
170,4805306,Austin City (Central) PUMA,04384,"Austin, TX",1582181
160,4805204,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA,04384,"Austin, TX",1582181
161,4805201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA,04384,"Austin, TX",1582181
158,4805309,"Travis County (West, South & Outside Austin City) PUMA",04384,"Austin, TX",1582181
159,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",04384,"Austin, TX",1582181
1322,2901001,Jackson County--Kansas City (Central) PUMA,43912,"Kansas City, MO--KS",1581308
1319,2901003,Jackson County (East) PUMA,43912,"Kansas City, MO--KS",1581308
1323,2900902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA",43912,"Kansas City, MO--KS",1581308
1324,2900903,Platte County PUMA,43912,"Kansas City, MO--KS",1581308
1316,2901004,Jackson County (South Central) PUMA,43912,"Kansas City, MO--KS",1581308
1315,2900800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA",43912,"Kansas City, MO--KS",1581308
1321,2901005,Jackson County--Kansas City (South) PUMA,43912,"Kansas City, MO--KS",1581308
1313,2000602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA",43912,"Kansas City, MO--KS",1581308
1320,2901100,Cass & Bates Counties PUMA,43912,"Kansas City, MO--KS",1581308
1310,2000603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA",43912,"Kansas City, MO--KS",1581308
1311,2000601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA",43912,"Kansas City, MO--KS",1581308
1318,2900901,Clay County (Northeast) PUMA,43912,"Kansas City, MO--KS",1581308
1317,2901002,Jackson County (North Central) PUMA,43912,"Kansas City, MO--KS",1581308
1312,2000500,Wyandotte County--Kansas City PUMA,43912,"Kansas City, MO--KS",1581308
1314,2000604,Johnson County (Southeast)--Blue Valley Region PUMA,43912,"Kansas City, MO--KS",1581308
1259,1802301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA,41212,"Indianapolis, IN",1579355
1253,1802200,Hendricks County PUMA,41212,"Indianapolis, IN",1579355
1254,1801801,Boone & Hamilton (Northwest) Counties PUMA,41212,"Indianapolis, IN",1579355
1267,1802100,"Morgan, Putnam & Brown Counties PUMA",41212,"Indianapolis, IN",1579355
1265,1802302,Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA,41212,"Indianapolis, IN",1579355
1264,1802307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA,41212,"Indianapolis, IN",1579355
1263,1802306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA,41212,"Indianapolis, IN",1579355
1262,1802303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA,41212,"Indianapolis, IN",1579355
1261,1801803,Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA,41212,"Indianapolis, IN",1579355
1260,1801802,Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA,41212,"Indianapolis, IN",1579355
1258,1802304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA,41212,"Indianapolis, IN",1579355
1257,1802400,Johnson County--Greenwood City PUMA,41212,"Indianapolis, IN",1579355
1256,1802500,Hancock & Shelby Counties PUMA,41212,"Indianapolis, IN",1579355
1255,1801900,Madison County--Anderson City PUMA,41212,"Indianapolis, IN",1579355
1266,1802305,Marion County--Center Township--Indianapolis City (Central) PUMA,41212,"Indianapolis, IN",1579355
705,3904110,Columbus City (West) PUMA,19234,"Columbus, OH",1477852
706,3904102,"Columbus (North), Westerville & Worthington Cities PUMA",19234,"Columbus, OH",1477852
707,3904106,Columbus City (Northeast) PUMA,19234,"Columbus, OH",1477852
708,3904104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",19234,"Columbus, OH",1477852
709,3903900,Fairfield County PUMA,19234,"Columbus, OH",1477852
710,3904105,Columbus City (Central) PUMA,19234,"Columbus, OH",1477852
704,3904107,"Columbus (East), Whitehall & Bexley Cities PUMA",19234,"Columbus, OH",1477852
703,3904103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA",19234,"Columbus, OH",1477852
702,3904108,Columbus (Southeast) & Reynoldsburg Cities PUMA,19234,"Columbus, OH",1477852
701,3904101,"Columbus (Far Northeast), Gahanna & New Albany Cities PUMA",19234,"Columbus, OH",1477852
700,3904111,Columbus (Far West) & Hilliard (South) Cities PUMA,19234,"Columbus, OH",1477852
699,3904109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village PUMA",19234,"Columbus, OH",1477852
698,3904000,Delaware County PUMA,19234,"Columbus, OH",1477852
697,3904200,"Pickaway, Union & Madison Counties PUMA",19234,"Columbus, OH",1477852
696,3903800,Licking County PUMA,19234,"Columbus, OH",1477852
3289,5151165,Virginia Beach City (Central) PUMA,90892,"Virginia Beach, VA",1476974
3298,5151186,Hampton City PUMA,90892,"Virginia Beach, VA",1476974
3299,5151154,Norfolk City (Northeast) PUMA,90892,"Virginia Beach, VA",1476974
3300,5155001,Chesapeake City (Northeast) PUMA,90892,"Virginia Beach, VA",1476974
3302,5151155,Portsmouth & Norfolk (Southwest) Cities PUMA,90892,"Virginia Beach, VA",1476974
3307,5155002,Chesapeake City (South & West) PUMA,90892,"Virginia Beach, VA",1476974
3304,5151125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA",90892,"Virginia Beach, VA",1476974
3305,5151164,Virginia Beach City (North) PUMA,90892,"Virginia Beach, VA",1476974
3306,5151167,Virginia Beach City (South) PUMA,90892,"Virginia Beach, VA",1476974
3296,5151145,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA",90892,"Virginia Beach, VA",1476974
3297,5151206,"James City, York Counties, Williamsburg & Poquoson Cities PUMA",90892,"Virginia Beach, VA",1476974
3279,5151175,Newport News City PUMA,90892,"Virginia Beach, VA",1476974
517,3703001,Gaston County (Northwest)--Mount Holly City PUMA,15670,"Charlotte, NC--SC",1410802
520,3703106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA",15670,"Charlotte, NC--SC",1410802
531,3705300,Union (East) & Anson Counties--Monroe City PUMA,15670,"Charlotte, NC--SC",1410802
530,3702800,Catawba County--Hickory City PUMA,15670,"Charlotte, NC--SC",1410802
529,3703101,Charlotte City (Central) PUMA,15670,"Charlotte, NC--SC",1410802
528,3703107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA,15670,"Charlotte, NC--SC",1410802
527,3703102,Charlotte City (Northwest) PUMA,15670,"Charlotte, NC--SC",1410802
526,3701900,"Davie, Yadkin & Iredell (North) Counties PUMA",15670,"Charlotte, NC--SC",1410802
525,3703104,Charlotte City (South) PUMA,15670,"Charlotte, NC--SC",1410802
524,3703300,Stanley & Cabarrus (East) Counties PUMA,15670,"Charlotte, NC--SC",1410802
523,3703103,Charlotte City (Northeast) PUMA,15670,"Charlotte, NC--SC",1410802
522,3703200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA",15670,"Charlotte, NC--SC",1410802
521,3702900,Iredell (South)--Mooresville Town & Statesville City PUMA,15670,"Charlotte, NC--SC",1410802
519,3703105,Charlotte City (Southwest) PUMA,15670,"Charlotte, NC--SC",1410802
518,3702700,Lincoln & Cleveland (East) Counties PUMA,15670,"Charlotte, NC--SC",1410802
516,3703108,Mecklenburg County (South)--Matthews Town (South) PUMA,15670,"Charlotte, NC--SC",1410802
515,3705400,Union County (West)--Indian Trail & Stallings Towns PUMA,15670,"Charlotte, NC--SC",1410802
560,4500502,York County (East)--Rock Hill City & Fort Mill Town PUMA,15670,"Charlotte, NC--SC",1410802
559,4500700,"Lancaster, Chesterfield & Marlboro Counties PUMA",15670,"Charlotte, NC--SC",1410802
558,4500501,York County (West & Outside Rock Hill City) PUMA,15670,"Charlotte, NC--SC",1410802
1698,5520000,Washington & Ozaukee Counties PUMA,57466,"Milwaukee, WI",1394807
1691,5501001,Dodge & Jefferson Counties PUMA,57466,"Milwaukee, WI",1394807
1692,5541003,Milwaukee City (Central) PUMA,57466,"Milwaukee, WI",1394807
1694,5570101,Waukesha County (West) PUMA,57466,"Milwaukee, WI",1394807
1695,5541002,Milwaukee City (North Central) PUMA,57466,"Milwaukee, WI",1394807
1696,5540701,Milwaukee County (West) PUMA,57466,"Milwaukee, WI",1394807
1697,5570301,Waukesha County (Central) PUMA,57466,"Milwaukee, WI",1394807
1693,5570201,Waukesha County (East) PUMA,57466,"Milwaukee, WI",1394807
1699,5540301,Milwaukee County (South) PUMA,57466,"Milwaukee, WI",1394807
1700,5530000,Racine County PUMA,57466,"Milwaukee, WI",1394807
1704,5541004,Milwaukee City (South Central) PUMA,57466,"Milwaukee, WI",1394807
1703,5541001,Milwaukee City (North) PUMA,57466,"Milwaukee, WI",1394807
1702,5541005,Milwaukee City (South) PUMA,57466,"Milwaukee, WI",1394807
1701,5540101,Milwaukee County (Northeast) PUMA,57466,"Milwaukee, WI",1394807
2532,2504302,Bristol County (Central)--Fall River City & Somerset Town PUMA,72505,"Providence, RI--MA",1196067
2546,4400104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,72505,"Providence, RI--MA",1196067
2544,4400101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,72505,"Providence, RI--MA",1196067
2543,4400201,Central Rhode Island--Kent County--Warwick City PUMA,72505,"Providence, RI--MA",1196067
2547,4400300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,72505,"Providence, RI--MA",1196067
2548,4400103,Providence City PUMA,72505,"Providence, RI--MA",1196067
2542,4400400,South Rhode Island--Washington County PUMA,72505,"Providence, RI--MA",1196067
1284,1203102,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA,42346,"Jacksonville, FL",1138089
1288,1203107,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA,42346,"Jacksonville, FL",1138089
1287,1203106,Duval County (South Central)--Jacksonville City (Southeast River) PUMA,42346,"Jacksonville, FL",1138089
1286,1203105,Duval County (Southeast)--Jacksonville City (Southeast) PUMA,42346,"Jacksonville, FL",1138089
1285,1203103,Duval County (North Central)--Jacksonville City (Arlington) PUMA,42346,"Jacksonville, FL",1138089
1283,1201900,Clay County PUMA,42346,"Jacksonville, FL",1138089
1282,1203104,Duval County (East)--Jacksonville City (Beaches) PUMA,42346,"Jacksonville, FL",1138089
1281,1210900,St. Johns County (North) PUMA,42346,"Jacksonville, FL",1138089
1280,1203101,Duval County (Outer)--Jacksonville City (North & West) PUMA,42346,"Jacksonville, FL",1138089
2774,4949004,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2775,4949001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2785,4935004,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2784,4935007,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2782,4935009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA,78499,"Salt Lake City--West Valley City, UT",1094349
2781,4935005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2780,4935002,Salt Lake County (Northeast)--Salt Lake City (East) PUMA,78499,"Salt Lake City--West Valley City, UT",1094349
2779,4911002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2778,4935001,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2777,4935006,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2776,4935008,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
2783,4935003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA",78499,"Salt Lake City--West Valley City, UT",1094349
1625,4703203,Memphis (North) & Bartlett (Southwest) Cities PUMA,56116,"Memphis, TN--MS--AR",1077183
1627,4703206,Shelby County (Southeast)--Collierville Town & Germantown City PUMA,56116,"Memphis, TN--MS--AR",1077183
1621,4703204,Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA,56116,"Memphis, TN--MS--AR",1077183
1626,4703202,Memphis City (Central Midtown) PUMA,56116,"Memphis, TN--MS--AR",1077183
1617,0500600,"Crittenden, Mississippi & Craighead (East) Counties PUMA",56116,"Memphis, TN--MS--AR",1077183
1619,4703208,Memphis City (Southwest) PUMA,56116,"Memphis, TN--MS--AR",1077183
1620,4703201,Memphis City (Central Riverside) PUMA,56116,"Memphis, TN--MS--AR",1077183
1618,2800100,North Delta Region--DeSoto County--Southaven City PUMA,56116,"Memphis, TN--MS--AR",1077183
1622,4703100,"Tipton, Fayette & Lauderdale Counties PUMA",56116,"Memphis, TN--MS--AR",1077183
1623,4703205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA",56116,"Memphis, TN--MS--AR",1077183
1624,4703207,Memphis City (Southeast) PUMA,56116,"Memphis, TN--MS--AR",1077183
1787,4702502,Nashville-Davidson (North) PUMA,61273,"Nashville-Davidson, TN",1058446
1791,4702402,Rutherford County (South)--Murfreesboro City PUMA,61273,"Nashville-Davidson, TN",1058446
1792,4702504,Nashville-Davidson (Southeast) PUMA,61273,"Nashville-Davidson, TN",1058446
1793,4702505,Nashville-Davidson (Southwest) PUMA,61273,"Nashville-Davidson, TN",1058446
1794,4702503,Nashville-Davidson (Central) PUMA,61273,"Nashville-Davidson, TN",1058446
1790,4702501,Nashville-Davidson (East) PUMA,61273,"Nashville-Davidson, TN",1058446
1795,4702401,Rutherford County (North)--Smyrna Town & La Vergne City PUMA,61273,"Nashville-Davidson, TN",1058446
1785,4700400,"Robertson, Dickson, Cheatham & Hickman Counties PUMA",61273,"Nashville-Davidson, TN",1058446
1786,4700500,Sumner County--Hendersonville City PUMA,61273,"Nashville-Davidson, TN",1058446
1788,4702300,Wilson County--Lebanon & Mount Juliet Cities PUMA,61273,"Nashville-Davidson, TN",1058446
1789,4702600,Williamson County--Franklin & Brentwood Cities PUMA,61273,"Nashville-Davidson, TN",1058446
1565,2101600,KIPDA Area Development District (Southeast) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1564,2101800,KIPDA Area Development District (Northeast) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1566,2101705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1563,2101703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1561,2101701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1560,2101706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1559,1803500,"Floyd, Harrison & Washington Counties PUMA",51755,"Louisville/Jefferson County, KY--IN",1009149
1558,1803600,Clark County--Jeffersonville City PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1562,2101702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
1567,2101704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA,51755,"Louisville/Jefferson County, KY--IN",1009149
2598,3701205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA,73261,"Raleigh, NC",1006093
2576,3701301,Durham County (South)--Durham City (South) PUMA,73261,"Raleigh, NC",1006093
2565,3701208,Wake County (Southwest)--Apex & Holly Springs Towns PUMA,73261,"Raleigh, NC",1006093
2564,3701204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA",73261,"Raleigh, NC",1006093
2563,3701500,Chatham & Lee Counties PUMA,73261,"Raleigh, NC",1006093
2575,3703800,Harnett County PUMA,73261,"Raleigh, NC",1006093
2574,3701100,Johnston County PUMA,73261,"Raleigh, NC",1006093
2562,3701203,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA",73261,"Raleigh, NC",1006093
2558,3701202,Raleigh City (North) PUMA,73261,"Raleigh, NC",1006093
2557,3701206,Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA,73261,"Raleigh, NC",1006093
2556,3701302,Durham County (North)--Durham City (North) PUMA,73261,"Raleigh, NC",1006093
2599,3700400,"Granville, Person & Caswell Counties PUMA",73261,"Raleigh, NC",1006093
2570,3700500,"Franklin, Vance & Warren (West) Counties PUMA",73261,"Raleigh, NC",1006093
2597,3701201,Raleigh City (South & Central) PUMA,73261,"Raleigh, NC",1006093
2596,3701207,Wake County (West Central)--Cary Town PUMA,73261,"Raleigh, NC",1006093
2627,5151135,Crater Planning District Commission PUMA,74746,"Richmond, VA",1003384
2623,5104101,Chesterfield County (East)--James River Region PUMA,74746,"Richmond, VA",1003384
2616,5104102,Chesterfield County (Central)--Chester & Rockwood PUMA,74746,"Richmond, VA",1003384
2628,5151215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA",74746,"Richmond, VA",1003384
2629,5104103,Chesterfield County (West)--Brandermill & Woodlake PUMA,74746,"Richmond, VA",1003384
2626,5151225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA",74746,"Richmond, VA",1003384
2625,5151235,Richmond City PUMA,74746,"Richmond, VA",1003384
2630,5151224,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA",74746,"Richmond, VA",1003384
1817,2202300,Regional Planning Commission 3--Jefferson Parish (North) PUMA,62677,"New Orleans, LA",959546
1815,2202402,Regional Planning Commission 8--New Orleans City (South) PUMA,62677,"New Orleans, LA",959546
1814,2202400,Regional Planning Commission 6--New Orleans City (Northeast) PUMA,62677,"New Orleans, LA",959546
1816,2201900,South Central Planning & Development Commission 1--River Parishes PUMA,62677,"New Orleans, LA",959546
1820,2202301,Regional Planning Commission 4--Jefferson Parish (Central) PUMA,62677,"New Orleans, LA",959546
1821,2202500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",62677,"New Orleans, LA",959546
1818,2202401,Regional Planning Commission 7--New Orleans City (Central) PUMA,62677,"New Orleans, LA",959546
